date,time,amount,direction,counterparty,description,ref_id,category
2025-03-22,06:33,6041,debit,TNEB,Payment related to TNEB,UTR100310,Bills
2025-03-22,06:10,29275,debit,SBI Securities,Payment related to SBI Securities,UTR100311,Investment
2025-03-23,00:31,41037,debit,Mutual Fund,Payment related to Mutual Fund,UTR100312,Investment
2025-03-24,07:07,39010,credit,Company Pvt Ltd,Payment related to Company Pvt Ltd,UTR100313,Salary
2025-03-26,16:41,11554,debit,Myntra,Payment related to Myntra,UTR100314,Shopping
2025-03-27,19:55,12977,debit,House Owner,Payment related to House Owner,UTR100315,Rent
2025-03-27,11:05,9491,debit,Uber,Payment related to Uber,UTR100316,Transport
2025-03-27,13:59,39387,debit,Mutual Fund,Payment related to Mutual Fund,UTR100317,Investment
2025-03-30,12:34,4283,debit,BigBasket,Payment related to BigBasket,UTR100318,Groceries
2025-03-30,06:24,5531,debit,BookMyShow,Payment related to BookMyShow,UTR100319,Entertainment
2025-04-01,00:59,5084,debit,Self Account,Payment related to Self Account,UTR100320,Transfer
2025-04-01,14:52,7296,debit,Hotstar,Payment related to Hotstar,UTR100321,Entertainment
2025-04-01,18:55,6320,debit,BookMyShow,Payment related to BookMyShow,UTR100322,Entertainment
2025-04-02,05:54,3556,debit,BookMyShow,Payment related to BookMyShow,UTR100323,Entertainment
2025-04-02,15:57,14066,debit,Friend Transfer,Payment related to Friend Transfer,UTR100324,Transfer
2025-04-02,11:49,9804,debit,SBI Securities,Payment related to SBI Securities,UTR100325,Investment
2025-04-03,08:06,19252,debit,Blinkit,Payment related to Blinkit,UTR100326,Groceries
2025-04-03,07:03,10672,debit,Mutual Fund,Payment related to Mutual Fund,UTR100327,Investment
2025-04-04,09:16,18901,debit,Friend Transfer,Payment related to Friend Transfer,UTR100328,Transfer
2025-04-04,12:58,14971,debit,Zomato,Payment related to Zomato,UTR100329,Food
2025-04-04,02:33,19523,debit,Self Account,Payment related to Self Account,UTR100330,Transfer
2025-04-05,15:58,5137,debit,BigBasket,Payment related to BigBasket,UTR100331,Groceries
2025-04-05,21:42,7217,credit,Company Pvt Ltd,Payment related to Company Pvt Ltd,UTR100332,Salary
2025-04-06,17:31,8657,debit,Dominos,Payment related to Dominos,UTR100333,Food
2025-04-06,11:02,47784,debit,House Owner,Payment related to House Owner,UTR100334,Rent
2025-04-09,04:42,46237,debit,SBI Securities,Payment related to SBI Securities,UTR100335,Investment
2025-04-10,21:58,11898,debit,Zomato,Payment related to Zomato,UTR100336,Food
2025-04-10,03:13,37540,debit,House Owner,Payment related to House Owner,UTR100337,Rent
2025-04-11,14:49,16966,debit,Netflix,Payment related to Netflix,UTR100338,Entertainment
2025-04-12,12:45,11632,debit,House Owner,Payment related to House Owner,UTR100339,Rent
2025-04-12,11:56,4869,debit,Uber,Payment related to Uber,UTR100340,Transport
2025-04-13,04:38,7716,debit,Ola,Payment related to Ola,UTR100341,Transport
2025-04-13,16:43,8365,debit,BookMyShow,Payment related to BookMyShow,UTR100342,Entertainment
2025-04-13,21:14,6655,debit,Dominos,Payment related to Dominos,UTR100343,Food
2025-04-14,00:16,18468,debit,Zomato,Payment related to Zomato,UTR100344,Food
2025-04-15,03:55,9599,debit,Netflix,Payment related to Netflix,UTR100345,Entertainment
2025-04-18,16:58,10661,debit,Swiggy,Payment related to Swiggy,UTR100346,Food
2025-04-19,15:04,9365,debit,Netflix,Payment related to Netflix,UTR100347,Entertainment
2025-04-20,05:16,11578,debit,Friend Transfer,Payment related to Friend Transfer,UTR100348,Transfer
2025-04-20,16:15,10442,credit,Company Pvt Ltd,Payment related to Company Pvt Ltd,UTR100349,Salary
2025-04-20,16:24,16838,debit,Zomato,Payment related to Zomato,UTR100350,Food
2025-04-21,18:24,17457,debit,Ola,Payment related to Ola,UTR100351,Transport
2025-04-21,03:23,43587,debit,Mutual Fund,Payment related to Mutual Fund,UTR100352,Investment
2025-04-23,19:01,2140,debit,Friend Transfer,Payment related to Friend Transfer,UTR100353,Transfer
2025-04-23,21:57,13591,debit,Zepto,Payment related to Zepto,UTR100354,Groceries
2025-04-24,04:40,15715,debit,Ola,Payment related to Ola,UTR100355,Transport
2025-04-25,10:10,7491,debit,Myntra,Payment related to Myntra,UTR100356,Shopping
2025-04-25,02:54,8469,debit,Flat Rent,Payment related to Flat Rent,UTR100357,Rent
2025-04-27,20:10,1886,debit,Flipkart,Payment related to Flipkart,UTR100358,Shopping
2025-04-27,23:03,5005,debit,Airtel,Payment related to Airtel,UTR100359,Bills
2025-04-28,11:57,35457,credit,Company Pvt Ltd,Payment related to Company Pvt Ltd,UTR100360,Salary
2025-04-28,07:44,10656,debit,BigBasket,Payment related to BigBasket,UTR100361,Groceries
2025-04-28,14:47,14874,debit,BSNL,Payment related to BSNL,UTR100362,Bills
2025-04-29,02:29,12854,debit,TNEB,Payment related to TNEB,UTR100363,Bills
2025-05-01,11:15,5711,debit,Zomato,Payment related to Zomato,UTR100364,Food
2025-05-01,04:27,18365,debit,BigBasket,Payment related to BigBasket,UTR100365,Groceries
2025-05-04,12:23,6443,debit,Mutual Fund,Payment related to Mutual Fund,UTR100366,Investment
2025-05-05,08:45,33223,debit,Flat Rent,Payment related to Flat Rent,UTR100367,Rent
2025-05-05,08:13,16272,debit,BSNL,Payment related to BSNL,UTR100368,Bills
2025-05-06,05:41,10572,debit,Netflix,Payment related to Netflix,UTR100369,Entertainment
2025-05-06,09:37,15347,debit,Dominos,Payment related to Dominos,UTR100370,Food
2025-05-07,23:53,5432,debit,Ola,Payment related to Ola,UTR100371,Transport
2025-05-08,15:51,4456,debit,BSNL,Payment related to BSNL,UTR100372,Bills
2025-05-08,12:40,49335,debit,House Owner,Payment related to House Owner,UTR100373,Rent
2025-05-08,06:58,1298,debit,Myntra,Payment related to Myntra,UTR100374,Shopping
2025-05-09,19:45,4627,debit,BSNL,Payment related to BSNL,UTR100375,Bills
2025-05-10,08:54,16987,debit,Amazon,Payment related to Amazon,UTR100376,Shopping
2025-05-10,12:42,3300,debit,Flipkart,Payment related to Flipkart,UTR100377,Shopping
2025-05-12,23:02,18153,debit,Self Account,Payment related to Self Account,UTR100378,Transfer
2025-05-12,01:44,10660,debit,Myntra,Payment related to Myntra,UTR100379,Shopping
2025-05-13,08:57,9493,debit,Swiggy,Payment related to Swiggy,UTR100380,Food
2025-05-13,17:35,8740,debit,Uber,Payment related to Uber,UTR100381,Transport
2025-05-13,19:59,19309,debit,Hotstar,Payment related to Hotstar,UTR100382,Entertainment
2025-05-14,12:39,32236,credit,Company Pvt Ltd,Payment related to Company Pvt Ltd,UTR100383,Salary
2025-05-15,04:56,11050,debit,House Owner,Payment related to House Owner,UTR100384,Rent
2025-05-16,18:52,9851,debit,BSNL,Payment related to BSNL,UTR100385,Bills
2025-05-16,05:25,41844,credit,Company Pvt Ltd,Payment related to Company Pvt Ltd,UTR100386,Salary
2025-05-17,21:57,1730,debit,Zepto,Payment related to Zepto,UTR100387,Groceries
2025-05-18,19:19,1361,debit,BigBasket,Payment related to BigBasket,UTR100388,Groceries
2025-05-19,00:19,5287,debit,Friend Transfer,Payment related to Friend Transfer,UTR100389,Transfer
2025-05-19,14:27,10026,debit,Self Account,Payment related to Self Account,UTR100390,Transfer
2025-05-19,18:58,11566,debit,BookMyShow,Payment related to BookMyShow,UTR100391,Entertainment
2025-05-20,09:02,13554,debit,Friend Transfer,Payment related to Friend Transfer,UTR100392,Transfer
2025-05-21,18:51,14014,debit,Zomato,Payment related to Zomato,UTR100393,Food
2025-05-21,17:46,2392,debit,Swiggy,Payment related to Swiggy,UTR100394,Food
2025-05-22,11:31,3488,debit,Zomato,Payment related to Zomato,UTR100395,Food
2025-05-22,02:22,316,debit,Airtel,Payment related to Airtel,UTR100396,Bills
2025-05-22,08:28,16767,debit,Dominos,Payment related to Dominos,UTR100397,Food
2025-05-23,12:32,4990,debit,Airtel,Payment related to Airtel,UTR100398,Bills
2025-05-23,11:45,19961,debit,Uber,Payment related to Uber,UTR100399,Transport
2025-05-24,17:18,9455,debit,Ola,Payment related to Ola,UTR100400,Transport
2025-05-24,19:25,15007,debit,Zepto,Payment related to Zepto,UTR100401,Groceries
2025-05-26,18:36,19636,debit,Zepto,Payment related to Zepto,UTR100402,Groceries
2025-05-26,15:37,12490,debit,Zomato,Payment related to Zomato,UTR100403,Food
2025-05-26,05:02,13990,debit,Blinkit,Payment related to Blinkit,UTR100404,Groceries
2025-05-27,14:22,14438,debit,Self Account,Payment related to Self Account,UTR100405,Transfer
2025-05-29,00:14,17971,debit,Flipkart,Payment related to Flipkart,UTR100406,Shopping
2025-05-30,10:15,4051,debit,Airtel,Payment related to Airtel,UTR100407,Bills
2025-05-31,11:48,14029,debit,BigBasket,Payment related to BigBasket,UTR100408,Groceries
2025-06-01,15:48,19943,debit,Flat Rent,Payment related to Flat Rent,UTR100409,Rent
2025-06-01,18:07,17894,debit,Zomato,Payment related to Zomato,UTR100410,Food
2025-06-01,04:16,6975,debit,Amazon,Payment related to Amazon,UTR100411,Shopping
2025-06-02,18:09,19478,debit,Hotstar,Payment related to Hotstar,UTR100412,Entertainment
2025-06-02,19:29,30285,credit,Company Pvt Ltd,Payment related to Company Pvt Ltd,UTR100413,Salary
2025-06-02,10:34,12849,debit,BigBasket,Payment related to BigBasket,UTR100414,Groceries
2025-06-03,13:08,8938,debit,Myntra,Payment related to Myntra,UTR100415,Shopping
2025-06-03,04:31,15633,debit,Flat Rent,Payment related to Flat Rent,UTR100416,Rent
2025-06-03,14:29,19955,debit,Ola,Payment related to Ola,UTR100417,Transport
2025-06-04,09:35,33901,debit,House Owner,Payment related to House Owner,UTR100418,Rent
2025-06-04,02:44,4510,debit,Amazon,Payment related to Amazon,UTR100419,Shopping
2025-06-04,00:02,7930,debit,Friend Transfer,Payment related to Friend Transfer,UTR100420,Transfer
2025-06-05,13:24,10252,debit,Zepto,Payment related to Zepto,UTR100421,Groceries
2025-06-06,19:55,5255,debit,BookMyShow,Payment related to BookMyShow,UTR100422,Entertainment
2025-06-06,18:30,4908,debit,Zepto,Payment related to Zepto,UTR100423,Groceries
2025-06-07,19:04,6945,debit,Airtel,Payment related to Airtel,UTR100424,Bills
2025-06-07,01:22,17008,debit,BigBasket,Payment related to BigBasket,UTR100425,Groceries
2025-06-07,16:26,25804,debit,SBI Securities,Payment related to SBI Securities,UTR100426,Investment
2025-06-08,13:18,4529,debit,Ola,Payment related to Ola,UTR100427,Transport
2025-06-08,08:16,7484,debit,Airtel,Payment related to Airtel,UTR100428,Bills
2025-06-08,06:12,345,debit,Myntra,Payment related to Myntra,UTR100429,Shopping
2025-06-09,20:44,8239,debit,Rapido,Payment related to Rapido,UTR100430,Transport
2025-06-09,14:55,13220,debit,BSNL,Payment related to BSNL,UTR100431,Bills
2025-06-09,12:56,16929,debit,Flipkart,Payment related to Flipkart,UTR100432,Shopping
2025-06-10,05:48,2859,debit,Uber,Payment related to Uber,UTR100433,Transport
2025-06-10,09:05,6703,debit,BookMyShow,Payment related to BookMyShow,UTR100434,Entertainment
2025-06-14,10:41,2872,debit,Self Account,Payment related to Self Account,UTR100435,Transfer
2025-06-15,10:49,3746,debit,Ola,Payment related to Ola,UTR100436,Transport
2025-06-15,16:50,9050,debit,BSNL,Payment related to BSNL,UTR100437,Bills
2025-06-16,23:17,12026,debit,Flipkart,Payment related to Flipkart,UTR100438,Shopping
2025-06-16,14:22,14788,credit,Company Pvt Ltd,Payment related to Company Pvt Ltd,UTR100439,Salary
2025-06-18,09:09,17417,debit,Rapido,Payment related to Rapido,UTR100440,Transport
2025-06-19,04:58,30089,debit,Flat Rent,Payment related to Flat Rent,UTR100441,Rent
2025-06-19,21:57,5453,debit,TNEB,Payment related to TNEB,UTR100442,Bills
2025-06-20,12:18,27122,debit,Mutual Fund,Payment related to Mutual Fund,UTR100443,Investment
2025-06-21,18:11,44167,debit,SBI Securities,Payment related to SBI Securities,UTR100444,Investment
2025-06-21,19:39,7143,debit,TNEB,Payment related to TNEB,UTR100445,Bills
2025-06-21,17:54,1392,debit,BookMyShow,Payment related to BookMyShow,UTR100446,Entertainment
2025-06-23,05:47,45813,credit,Company Pvt Ltd,Payment related to Company Pvt Ltd,UTR100447,Salary
2025-06-23,04:18,19001,debit,BigBasket,Payment related to BigBasket,UTR100448,Groceries
2025-06-23,10:50,46931,credit,Company Pvt Ltd,Payment related to Company Pvt Ltd,UTR100449,Salary
2025-06-27,05:22,19172,debit,Friend Transfer,Payment related to Friend Transfer,UTR100450,Transfer
2025-06-28,19:21,8936,debit,BSNL,Payment related to BSNL,UTR100451,Bills
2025-06-29,03:41,7117,debit,Self Account,Payment related to Self Account,UTR100452,Transfer
2025-06-29,04:04,14399,debit,Netflix,Payment related to Netflix,UTR100453,Entertainment
2025-06-30,18:45,16716,debit,Ola,Payment related to Ola,UTR100454,Transport
2025-06-30,01:25,22256,debit,Flat Rent,Payment related to Flat Rent,UTR100455,Rent
2025-07-02,06:27,16939,debit,Airtel,Payment related to Airtel,UTR100456,Bills
2025-07-02,21:39,8077,debit,Netflix,Payment related to Netflix,UTR100457,Entertainment
2025-07-03,01:44,12147,debit,Mutual Fund,Payment related to Mutual Fund,UTR100458,Investment
2025-07-03,05:08,14277,debit,Self Account,Payment related to Self Account,UTR100459,Transfer
2025-07-04,21:35,42534,debit,Mutual Fund,Payment related to Mutual Fund,UTR100460,Investment
2025-07-05,20:05,15096,debit,Swiggy,Payment related to Swiggy,UTR100461,Food
2025-07-05,05:43,7384,credit,Company Pvt Ltd,Payment related to Company Pvt Ltd,UTR100462,Salary
2025-07-05,17:49,17002,debit,Flipkart,Payment related to Flipkart,UTR100463,Shopping
2025-07-06,03:50,14049,debit,Netflix,Payment related to Netflix,UTR100464,Entertainment
2025-07-06,03:12,11221,debit,Airtel,Payment related to Airtel,UTR100465,Bills
2025-07-08,14:47,38302,credit,Company Pvt Ltd,Payment related to Company Pvt Ltd,UTR100466,Salary
2025-07-08,09:43,27116,debit,SBI Securities,Payment related to SBI Securities,UTR100467,Investment
2025-07-08,10:51,5404,debit,Uber,Payment related to Uber,UTR100468,Transport
2025-07-09,11:16,49736,credit,Company Pvt Ltd,Payment related to Company Pvt Ltd,UTR100469,Salary
2025-07-09,00:32,6451,debit,Zepto,Payment related to Zepto,UTR100470,Groceries
2025-07-09,00:26,11862,debit,Amazon,Payment related to Amazon,UTR100471,Shopping
2025-07-10,16:52,5340,debit,Airtel,Payment related to Airtel,UTR100472,Bills
2025-07-10,08:07,11075,debit,Friend Transfer,Payment related to Friend Transfer,UTR100473,Transfer
2025-07-11,11:27,36659,debit,Flat Rent,Payment related to Flat Rent,UTR100474,Rent
2025-07-12,15:57,32551,debit,House Owner,Payment related to House Owner,UTR100475,Rent
2025-07-12,11:45,16604,debit,TNEB,Payment related to TNEB,UTR100476,Bills
2025-07-12,19:06,18113,debit,Blinkit,Payment related to Blinkit,UTR100477,Groceries
2025-07-13,01:50,31011,debit,Mutual Fund,Payment related to Mutual Fund,UTR100478,Investment
2025-07-13,21:08,25269,debit,House Owner,Payment related to House Owner,UTR100479,Rent
2025-07-14,01:20,874,debit,Ola,Payment related to Ola,UTR100480,Transport
2025-07-14,16:08,7549,debit,Zepto,Payment related to Zepto,UTR100481,Groceries
2025-07-15,23:18,5557,debit,Dominos,Payment related to Dominos,UTR100482,Food
2025-07-15,16:08,1645,debit,Zomato,Payment related to Zomato,UTR100483,Food
2025-07-16,22:13,21180,debit,House Owner,Payment related to House Owner,UTR100484,Rent
2025-07-17,20:02,11943,debit,Ola,Payment related to Ola,UTR100485,Transport
2025-07-17,18:50,18562,debit,Ola,Payment related to Ola,UTR100486,Transport
2025-07-18,05:32,13438,debit,Airtel,Payment related to Airtel,UTR100487,Bills
2025-07-18,02:51,24172,credit,Company Pvt Ltd,Payment related to Company Pvt Ltd,UTR100488,Salary
2025-07-20,02:42,48210,debit,Flat Rent,Payment related to Flat Rent,UTR100489,Rent
2025-07-23,08:00,4910,debit,Self Account,Payment related to Self Account,UTR100490,Transfer
2025-07-23,15:09,6157,debit,TNEB,Payment related to TNEB,UTR100491,Bills
2025-07-23,03:55,4912,debit,Dominos,Payment related to Dominos,UTR100492,Food
2025-07-25,19:55,32044,credit,Company Pvt Ltd,Payment related to Company Pvt Ltd,UTR100493,Salary
2025-07-25,16:46,8073,debit,Zomato,Payment related to Zomato,UTR100494,Food
2025-07-25,23:24,12434,debit,BigBasket,Payment related to BigBasket,UTR100495,Groceries
2025-07-26,16:02,8140,debit,Uber,Payment related to Uber,UTR100496,Transport
2025-07-26,21:57,9910,debit,Airtel,Payment related to Airtel,UTR100497,Bills
2025-07-26,02:48,8171,debit,Hotstar,Payment related to Hotstar,UTR100498,Entertainment
2025-07-27,14:59,10806,debit,Self Account,Payment related to Self Account,UTR100499,Transfer
2025-07-27,17:39,15057,debit,BookMyShow,Payment related to BookMyShow,UTR100500,Entertainment
2025-07-29,11:58,28187,debit,Flat Rent,Payment related to Flat Rent,UTR100501,Rent
2025-07-31,01:35,12435,debit,Mutual Fund,Payment related to Mutual Fund,UTR100502,Investment
2025-07-31,23:59,45642,debit,SBI Securities,Payment related to SBI Securities,UTR100503,Investment
2025-07-31,10:46,17784,debit,Netflix,Payment related to Netflix,UTR100504,Entertainment
2025-08-02,03:20,17767,debit,Netflix,Payment related to Netflix,UTR100505,Entertainment
2025-08-02,04:13,12783,debit,Self Account,Payment related to Self Account,UTR100506,Transfer
2025-08-02,20:29,7774,debit,TNEB,Payment related to TNEB,UTR100507,Bills
2025-08-03,02:34,11671,debit,TNEB,Payment related to TNEB,UTR100508,Bills
2025-08-04,11:34,10486,debit,Friend Transfer,Payment related to Friend Transfer,UTR100509,Transfer
2025-08-04,02:57,11828,debit,Rapido,Payment related to Rapido,UTR100510,Transport
2025-08-04,03:55,17513,debit,Rapido,Payment related to Rapido,UTR100511,Transport
2025-08-05,03:52,12131,debit,Hotstar,Payment related to Hotstar,UTR100512,Entertainment
2025-08-06,17:29,232,debit,Swiggy,Payment related to Swiggy,UTR100513,Food
2025-08-06,03:02,10182,debit,Myntra,Payment related to Myntra,UTR100514,Shopping
2025-08-06,03:58,8242,debit,Friend Transfer,Payment related to Friend Transfer,UTR100515,Transfer
2025-08-07,01:25,3684,debit,Netflix,Payment related to Netflix,UTR100516,Entertainment
2025-08-09,11:44,9605,debit,Zepto,Payment related to Zepto,UTR100517,Groceries
2025-08-09,07:34,1909,debit,BSNL,Payment related to BSNL,UTR100518,Bills
2025-08-10,15:31,7810,debit,Myntra,Payment related to Myntra,UTR100519,Shopping
2025-08-11,20:59,1784,debit,BSNL,Payment related to BSNL,UTR100520,Bills
2025-08-11,19:27,14197,debit,Myntra,Payment related to Myntra,UTR100521,Shopping
2025-08-11,08:38,16660,debit,Airtel,Payment related to Airtel,UTR100522,Bills
2025-08-13,06:35,421,debit,Self Account,Payment related to Self Account,UTR100523,Transfer
2025-08-13,12:50,13299,debit,BookMyShow,Payment related to BookMyShow,UTR100524,Entertainment
2025-08-14,12:31,15745,debit,Friend Transfer,Payment related to Friend Transfer,UTR100525,Transfer
2025-08-15,16:16,1636,debit,BSNL,Payment related to BSNL,UTR100526,Bills
2025-08-15,23:11,48066,debit,Mutual Fund,Payment related to Mutual Fund,UTR100527,Investment
2025-08-15,00:48,1976,debit,Rapido,Payment related to Rapido,UTR100528,Transport
2025-08-16,23:30,3967,debit,TNEB,Payment related to TNEB,UTR100529,Bills
2025-08-17,12:21,17641,debit,TNEB,Payment related to TNEB,UTR100530,Bills
2025-08-18,01:31,14194,debit,BookMyShow,Payment related to BookMyShow,UTR100531,Entertainment
2025-08-19,16:20,2837,debit,BSNL,Payment related to BSNL,UTR100532,Bills
2025-08-19,20:27,9845,debit,SBI Securities,Payment related to SBI Securities,UTR100533,Investment
2025-08-20,06:56,35702,credit,Company Pvt Ltd,Payment related to Company Pvt Ltd,UTR100534,Salary
2025-08-20,16:28,4678,debit,Ola,Payment related to Ola,UTR100535,Transport
2025-08-23,11:19,19955,debit,Flat Rent,Payment related to Flat Rent,UTR100536,Rent
2025-08-24,21:35,7860,debit,Uber,Payment related to Uber,UTR100537,Transport
2025-08-24,00:27,33231,debit,Mutual Fund,Payment related to Mutual Fund,UTR100538,Investment
2025-08-25,18:34,8637,debit,Blinkit,Payment related to Blinkit,UTR100539,Groceries
2025-08-26,15:30,5730,debit,BigBasket,Payment related to BigBasket,UTR100540,Groceries
2025-08-26,11:49,5932,debit,Self Account,Payment related to Self Account,UTR100541,Transfer
2025-08-28,14:22,16356,debit,Airtel,Payment related to Airtel,UTR100542,Bills
2025-08-31,09:30,14263,debit,Flipkart,Payment related to Flipkart,UTR100543,Shopping
2025-09-01,02:14,12368,debit,Blinkit,Payment related to Blinkit,UTR100544,Groceries
2025-09-01,01:03,23974,debit,House Owner,Payment related to House Owner,UTR100545,Rent
2025-09-01,13:52,7004,debit,TNEB,Payment related to TNEB,UTR100546,Bills
2025-09-02,15:52,34499,debit,SBI Securities,Payment related to SBI Securities,UTR100547,Investment
